Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
Gregory Fisher,wardrachel@example.org,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",05-02-2024 19:02,Edward Yates,EMP087,68,001-735-605-1265,Neutral,HR,28,9,Inactive,$172,2,Non-Vegetarian,Deluxe,Golf,Sauna,Luxury
Patrick Joseph,matthew62@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",10-01-2024 00:40,David Hill,EMP213,51,001-240-258-3088x669,Negative,Finance,21,6,Active,$421,9,Vegetarian,Suite,Swimming,Gym,Luxury
Raymond Herrera,faulknerjamie@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",05-06-2024 23:33,Kelly Baker,EMP475,31,704-249-0684,Positive,Support,7,10,Active,$218,4,Non-Vegetarian,Standard,Badminton,Gym,Frugal
Elizabeth Kane,dlevine@example.com,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",05-01-2024 22:49,David Roberts,EMP803,53,(321)775-7916,Neutral,Support,19,10,Inactive,$458,4,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
Tyler Velasquez,jamesrodriguez@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",04-11-2024 10:15,Jacqueline Lamb,EMP013,30,522.925.7831x7155,Positive,Sales,18,5,Active,$447,5,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
Dennis Wright,julie82@example.com,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",23-06-2024 08:54,James Stone,EMP867,26,334-326-2848x414,Positive,HR,5,6,Inactive,$80,9,Vegetarian,Suite,Swimming,Massage,Luxury
Melanie Ford,perezkimberly@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",14-10-2024 17:50,Kevin Shaw,EMP075,38,+1-720-310-1912x38287,Negative,Engineering,6,10,Inactive,$290,9,Vegan,Suite,Table tennis,Massage,Frugal
Sharon Strickland,ddavenport@example.com,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",02-02-2024 20:02,Nicole Martinez,EMP442,60,+1-732-405-8283x058,Negative,Finance,5,4,Inactive,$326,2,Vegetarian,Suite,Table tennis,Massage,Luxury
Donald Sanchez,gloria87@example.org,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",30-07-2024 12:45,Stephanie Clark,EMP502,57,001-260-382-7729x375,Positive,Support,22,4,Inactive,$102,2,Vegan,Deluxe,Badminton,Sauna,Frugal
Eric Scott,eugene42@example.org,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",07-02-2024 22:09,Heather Ward,EMP302,66,710-613-2945x643,Neutral,Sales,17,6,Inactive,$226,10,Non-Vegetarian,Suite,Swimming,Gym,Frugal
Carly Harris,keithfleming@example.net,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",05-08-2024 22:16,Jeffrey Anderson,EMP785,56,(434)616-4925x673,Positive,Finance,21,3,Active,$280,9,Vegetarian,Standard,Golf,Massage,Frugal
Kyle Hernandez,robertburton@example.net,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",18-08-2024 21:29,Mikayla Ward,EMP961,19,(420)883-9456x166,Neutral,Sales,12,4,Inactive,$122,4,Non-Vegetarian,Deluxe,Table tennis,Massage,Luxury
John Barnes,goldenantonio@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",27-10-2024 14:04,John Brown,EMP546,39,495-480-1828x702,Positive,Support,21,8,Active,$219,8,Vegan,Standard,Table tennis,Sauna,Frugal
Christian Evans,roberto82@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",03-01-2024 18:46,Jeffrey Macdonald DDS,EMP880,34,555-350-7752,Positive,Sales,2,1,Inactive,$415,8,Vegan,Deluxe,Badminton,Sauna,Frugal
Christopher Powell,tonyareyes@example.net,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",09-02-2024 09:35,Anna Bean,EMP857,69,916-816-8894x121,Neutral,Engineering,23,3,Inactive,$229,4,Vegan,Suite,Table tennis,Massage,Luxury
Jason Sanders,smorton@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",17-07-2024 07:11,Michele Irwin,EMP371,41,(927)793-3853,Negative,Support,29,9,Active,$183,1,Non-Vegetarian,Deluxe,Badminton,Gym,Luxury
Tyrone Becker,michaelmassey@example.net,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",07-02-2024 17:25,Catherine Roach,EMP098,42,416-710-8002x14966,Neutral,Engineering,10,4,Inactive,$477,5,Vegan,Suite,Golf,Sauna,Luxury
Robin Landry,hzimmerman@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",24-03-2024 05:02,David Reynolds,EMP035,69,(853)378-3210,Positive,Support,15,1,Inactive,$424,1,Vegetarian,Suite,Swimming,Sauna,Frugal
Joel Serrano,zwilliamson@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",05-04-2024 11:17,Mr. Jeremy Rice,EMP520,27,2162257414,Positive,Finance,29,8,Inactive,$411,10,Vegan,Deluxe,Table tennis,Massage,Frugal
Charles Acosta MD,kristen49@example.com,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",08-10-2024 02:04,Kyle Williams,EMP641,50,599-483-0097,Neutral,Support,17,6,Inactive,$152,8,Vegetarian,Standard,Swimming,Gym,Luxury
Janet Skinner,cunninghamjon@example.net,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",01-08-2024 14:49,Stacy Morton,EMP914,29,+1-870-730-1899x9275,Positive,Engineering,6,0,Active,$235,4,Vegetarian,Deluxe,Table tennis,Sauna,Luxury
Zachary Cummings,jonathanmclaughlin@example.net,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",14-03-2024 17:16,Kimberly Blackwell,EMP561,57,+1-224-846-3705x616,Positive,HR,13,4,Inactive,$457,4,Vegan,Suite,Table tennis,Massage,Frugal
Riley Hawkins,vshannon@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",17-03-2024 12:21,Mr. Raymond Spencer,EMP814,48,617-582-6355x110,Positive,Sales,20,8,Active,$115,7,Vegetarian,Standard,Swimming,Gym,Frugal
Dan Terry,brittanysmith@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",16-10-2024 20:44,Robert Pittman,EMP422,41,313-813-6765,Negative,Engineering,21,2,Active,$208,8,Vegan,Suite,Badminton,Gym,Luxury
Henry Welch,robersonbenjamin@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",11-04-2024 21:21,Brian Smith,EMP886,45,001-433-857-7397x3169,Negative,Finance,1,4,Inactive,$341,1,Non-Vegetarian,Standard,Swimming,Gym,Frugal
Tim Brown,bullockjessica@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",27-01-2024 08:00,Kelly Coffey,EMP680,51,+1-319-346-0460x64461,Neutral,Engineering,6,4,Inactive,$442,9,Vegetarian,Deluxe,Golf,Gym,Frugal
Kevin Wilson,valeriewilson@example.org,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",14-10-2024 14:17,Patrick Carroll,EMP836,51,(740)781-5777x19098,Positive,Support,3,7,Inactive,$393,8,Vegan,Suite,Golf,Massage,Frugal
Leslie White,michaelcooper@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",12-01-2024 05:45,Jordan Martinez,EMP643,66,(979)748-0756x95084,Neutral,Support,9,3,Inactive,$192,5,Non-Vegetarian,Standard,Table tennis,Gym,Luxury
Duane Parker,manuel60@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",12-02-2024 11:43,Melissa Williams,EMP526,63,001-656-304-1902x8382,Negative,Engineering,7,0,Active,$278,9,Vegetarian,Deluxe,Badminton,Sauna,Luxury
Tina Roach,parkmatthew@example.org,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",08-03-2024 02:22,Jasmine Ellis,EMP650,66,001-435-689-3037x3042,Positive,Engineering,22,5,Inactive,$116,7,Vegetarian,Standard,Swimming,Sauna,Frugal
Jason Brewer,ybautista@example.org,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",22-03-2024 10:07,Eric Anderson,EMP925,51,588-589-2143x3963,Positive,Support,27,10,Inactive,$488,7,Vegan,Suite,Badminton,Gym,Frugal
Erin Hernandez,keithdaniels@example.net,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",27-08-2024 13:55,Jeffery Kelly,EMP215,58,668-663-9984x5484,Positive,Engineering,28,10,Active,$398,5,Vegan,Suite,Badminton,Massage,Frugal
Jessica Morrow,conleyjohn@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",20-11-2024 23:48,Kayla Davis,EMP111,31,960.868.5069,Negative,Engineering,12,7,Inactive,$388,8,Vegetarian,Deluxe,Swimming,Massage,Luxury
Jennifer Perry,nhowell@example.org,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",20-10-2024 07:45,Benjamin Clark,EMP356,25,+1-488-849-3210x5505,Negative,Finance,17,8,Active,$162,6,Vegan,Deluxe,Table tennis,Massage,Frugal
Lisa Johnson,rachel39@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",20-08-2024 11:33,Juan Smith,EMP531,32,(716)309-4632,Positive,HR,25,6,Inactive,$218,1,Vegetarian,Standard,Table tennis,Massage,Luxury
David Robinson,smithamy@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",09-04-2024 13:56,Anthony Lozano,EMP266,40,-10653,Positive,Sales,17,1,Inactive,$215,8,Vegan,Standard,Swimming,Massage,Luxury
Courtney Sanders,lhuff@example.net,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",28-01-2024 08:28,Jared Kelley,EMP112,25,394.903.8196x7538,Negative,Support,11,4,Inactive,$81,2,Vegan,Deluxe,Table tennis,Massage,Luxury
William Keller,xcunningham@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",08-04-2024 12:30,Kristine Richardson,EMP473,39,470-899-4209x376,Positive,Engineering,23,10,Inactive,$377,7,Non-Vegetarian,Standard,Badminton,Massage,Frugal
Eric Craig,kevinwright@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",11-04-2024 14:31,Destiny Murphy,EMP374,47,4663266341,Positive,HR,1,5,Inactive,$389,7,Vegetarian,Suite,Badminton,Sauna,Luxury
Kenneth Jimenez,tedwards@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",15-03-2024 22:33,Cheryl Jackson,EMP916,25,638-506-2826x79854,Positive,Sales,18,8,Inactive,$419,1,Vegan,Suite,Swimming,Massage,Frugal
Mark Lee,gilbertpaige@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",30-11-2024 20:50,Thomas Page,EMP202,29,(962)618-7712,Positive,Support,5,3,Active,$351,3,Vegan,Standard,Swimming,Sauna,Luxury
Thomas Williams,christopher85@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",09-10-2024 20:10,Craig Curry,EMP834,36,001-902-501-9244x05506,Neutral,Engineering,26,1,Active,$339,4,Vegan,Suite,Golf,Sauna,Luxury
Daniel Mathews,kellerdawn@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",13-08-2024 18:25,David Williams,EMP161,59,(680)653-4283,Positive,Support,13,10,Active,$90,1,Vegan,Suite,Golf,Gym,Frugal
Robert Reynolds,spencerwells@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",15-07-2024 19:25,Kevin Dudley,EMP673,61,+1-795-502-6432x35922,Positive,Engineering,22,2,Active,$325,7,Vegan,Deluxe,Swimming,Gym,Frugal
Jermaine Rios,jenkinsedwin@example.com,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",05-08-2024 22:43,Danielle Stokes,EMP426,66,+1-327-369-6035x9978,Neutral,Engineering,2,7,Inactive,$450,5,Non-Vegetarian,Deluxe,Badminton,Sauna,Frugal
